# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
jgi.p|Rhisto1|745082	gene_13290	mRNA_13290	protein_coding	0	0	2	134	0	0	0	0	0	0	0	0	0	55	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	70
jgi.p|Rhisto1|745092	gene_13663	mRNA_13663	protein_coding	3	2	2	131	0	0	0	0	0	1	0	0	0	78	0	3	0	10	1	0	0	0	0	0	0	0	0	0	2	43
jgi.p|Rhisto1|745116	gene_13697	mRNA_13697	protein_coding	0	0	1	132	0	0	0	0	0	0	0	0	0	46	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	75
jgi.p|Rhisto1|745149	gene_13786	mRNA_13786	protein_coding	0	4	2	147	0	0	0	0	1	0	0	1	0	62	0	0	0	16	1	0	0	0	0	3	0	0	0	0	2	70
jgi.p|Rhisto1|745150	gene_13787	mRNA_13787	protein_coding	0	2	0	153	0	0	0	0	0	0	0	0	0	83	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	67
jgi.p|Rhisto1|745163	gene_13322	mRNA_13322	protein_coding	0	2	1	103	0	0	0	0	0	0	0	0	0	66	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	32
jgi.p|Rhisto1|745184	gene_13360	mRNA_13360	protein_coding	0	5	4	110	0	0	0	0	1	0	0	0	0	43	0	0	0	3	4	0	0	0	0	0	0	0	0	0	5	63
jgi.p|Rhisto1|745185	gene_13361	mRNA_13361	protein_coding	0	4	4	168	0	2	0	0	0	0	0	0	1	63	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	103
jgi.p|Rhisto1|745186	gene_13363	mRNA_13363	protein_coding	0	6	8	162	0	0	0	0	0	0	0	0	1	92	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	70
jgi.p|Rhisto1|745224	gene_13442	mRNA_13442	protein_coding	0	1	1	160	0	0	0	0	2	0	0	0	0	64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	94
jgi.p|Rhisto1|745231	gene_13461	mRNA_13461	protein_coding	0	6	2	145	0	0	1	0	3	0	0	0	0	70	0	0	0	12	2	0	0	0	0	0	0	0	0	0	5	60
jgi.p|Rhisto1|745236	gene_13468	mRNA_13468	protein_coding	0	6	2	93	0	0	0	0	0	0	0	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	58
jgi.p|Rhisto1|745242	gene_13479	mRNA_13479	protein_coding	0	3	0	90	0	0	0	0	2	0	0	0	0	57	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	30
jgi.p|Rhisto1|745285	gene_13941	mRNA_13941	protein_coding	3	9	1	150	0	0	0	0	3	0	0	0	0	42	0	3	0	19	1	0	0	0	0	8	0	0	0	0	1	94
jgi.p|Rhisto1|745310	gene_13546	mRNA_13546	protein_coding	0	4	1	69	0	2	0	0	0	0	0	0	0	25	0	0	0	3	1	0	0	0	0	3	0	0	0	0	1	42
jgi.p|Rhisto1|745316	gene_13558	mRNA_13558	protein_coding	4	7	20	145	0	0	0	0	0	2	5	1	4	77	0	3	0	11	8	0	0	1	0	4	0	0	0	0	4	61
jgi.p|Rhisto1|745324	gene_13571	mRNA_13571	protein_coding	0	0	1	73	0	1	0	0	0	0	0	0	0	29	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|745333	gene_13590	mRNA_13590	protein_coding	0	5	1	117	0	0	0	0	2	0	0	0	0	61	0	0	0	11	1	0	0	0	0	2	0	0	0	0	3	45
jgi.p|Rhisto1|745343	gene_13607	mRNA_13607	protein_coding	0	1	0	122	0	0	0	0	0	0	0	0	0	61	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	55
jgi.p|Rhisto1|745368	gene_13827	mRNA_13827	protein_coding	0	3	0	73	0	0	0	0	0	0	0	0	0	33	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	37
jgi.p|Rhisto1|745371	gene_13831	mRNA_13831	protein_coding	0	3	0	75	0	0	0	0	0	0	0	0	0	40	0	0	0	6	0	0	0	0	0	2	0	0	0	0	1	31
jgi.p|Rhisto1|745415	gene_14173	mRNA_14173	protein_coding	0	5	0	130	0	0	0	0	0	0	0	0	0	56	0	0	0	7	0	0	0	0	0	1	0	0	0	0	4	68
jgi.p|Rhisto1|745442	gene_14011	mRNA_14011	protein_coding	0	0	4	159	0	0	0	0	2	0	0	0	0	82	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	72
jgi.p|Rhisto1|745453	gene_14029	mRNA_14029	protein_coding	0	0	0	76	0	1	0	0	2	0	0	0	0	38	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	33
jgi.p|Rhisto1|745488	gene_14113	mRNA_14113	protein_coding	2	0	0	111	0	6	0	0	0	0	0	0	0	63	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	41
jgi.p|Rhisto1|745531	gene_14264	mRNA_14264	protein_coding	0	1	0	64	0	2	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	38
jgi.p|Rhisto1|745536	gene_14195	mRNA_14195	protein_coding	1	1	0	53	0	3	0	0	0	0	0	0	0	20	0	1	0	4	0	0	0	0	0	1	1	0	0	0	0	27
jgi.p|Rhisto1|745559	gene_14274	mRNA_14274	protein_coding	0	1	0	88	0	1	0	0	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	50
jgi.p|Rhisto1|745576	gene_14424	mRNA_14424	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
jgi.p|Rhisto1|745580	gene_7	mRNA_7	protein_coding	0	2	2	187	0	3	0	0	1	0	0	0	0	91	0	0	0	23	2	0	0	0	0	2	0	0	0	0	0	71
jgi.p|Rhisto1|745609	gene_46	mRNA_46	protein_coding	0	2	5	89	0	0	0	0	5	0	0	1	0	43	0	0	0	2	4	0	0	0	0	3	0	0	0	0	1	40
jgi.p|Rhisto1|745642	gene_90	mRNA_90	protein_coding	0	1	1	86	0	0	0	0	0	0	0	0	0	31	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	50
jgi.p|Rhisto1|745656	gene_105	mRNA_105	protein_coding	4	1	9	80	0	0	0	0	3	1	2	0	1	63	0	4	0	0	5	0	0	0	0	0	0	0	0	0	1	14
jgi.p|Rhisto1|745681	gene_136	mRNA_136	protein_coding	0	5	0	152	0	2	0	0	1	0	0	0	0	56	0	0	0	4	0	0	2	0	0	3	0	0	0	0	2	88
jgi.p|Rhisto1|745692	gene_148	mRNA_148	protein_coding	0	0	0	116	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50
jgi.p|Rhisto1|745701	gene_159	mRNA_159	protein_coding	0	1	2	140	0	0	0	0	1	0	0	0	1	66	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	68
jgi.p|Rhisto1|745707	gene_167	mRNA_167	protein_coding	0	1	6	152	0	5	0	0	0	1	3	0	0	53	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	94
jgi.p|Rhisto1|745725	gene_192	mRNA_192	protein_coding	0	2	5	197	0	0	0	0	3	0	0	0	0	71	0	0	0	1	5	0	0	0	0	0	0	0	0	0	2	122
jgi.p|Rhisto1|745726	gene_193	mRNA_193	protein_coding	0	5	6	171	0	1	0	0	0	0	0	0	0	43	0	0	0	13	6	0	0	0	0	2	0	0	0	0	4	115
jgi.p|Rhisto1|745732	gene_201	mRNA_201	protein_coding	0	7	4	104	0	4	0	0	0	0	0	0	0	45	0	0	0	23	4	0	0	0	0	1	0	0	0	0	6	33
jgi.p|Rhisto1|745736	gene_205	mRNA_205	protein_coding	0	3	2	93	0	0	0	0	0	0	0	0	1	49	0	0	0	6	1	0	0	0	0	0	0	0	0	0	3	38
jgi.p|Rhisto1|745744	gene_222	mRNA_222	protein_coding	1	2	3	134	0	0	0	0	3	0	0	0	0	119	0	1	0	9	3	0	0	0	0	0	1	0	0	0	2	3
jgi.p|Rhisto1|745749	gene_228	mRNA_228	protein_coding	0	1	9	132	0	1	0	0	0	0	0	0	0	63	0	0	0	6	9	0	0	0	0	2	0	0	0	0	1	62
jgi.p|Rhisto1|745751	gene_233	mRNA_233	protein_coding	6	1	4	87	0	0	0	0	0	0	0	1	0	36	0	3	0	2	3	0	0	2	0	0	0	1	0	0	1	51
jgi.p|Rhisto1|745780	gene_265	mRNA_265	protein_coding	0	3	0	121	0	0	0	0	0	0	0	0	0	81	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	38
jgi.p|Rhisto1|745791	gene_278	mRNA_278	protein_coding	2	1	0	124	0	0	0	0	0	0	0	0	0	63	0	2	0	1	0	0	0	0	0	2	0	0	2	0	1	60
jgi.p|Rhisto1|745794	gene_283	mRNA_283	protein_coding	0	8	0	120	0	1	0	0	4	0	0	0	0	52	0	0	0	10	0	0	0	0	0	2	0	0	0	0	6	55
jgi.p|Rhisto1|745829	gene_331	mRNA_331	protein_coding	0	2	1	101	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	68
jgi.p|Rhisto1|745832	gene_334	mRNA_334	protein_coding	0	1	1	92	0	0	0	0	0	0	0	0	0	33	0	0	0	8	1	0	0	0	0	0	0	0	0	0	1	51
jgi.p|Rhisto1|745867	gene_382	mRNA_382	protein_coding	4	4	16	73	0	0	0	0	0	0	0	0	0	38	0	2	0	13	16	0	0	0	0	2	0	2	0	0	4	22
jgi.p|Rhisto1|745878	gene_400	mRNA_400	protein_coding	0	1	0	88	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32
jgi.p|Rhisto1|745888	gene_413	mRNA_413	protein_coding	0	2	0	139	0	0	0	0	0	0	0	0	0	44	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	84
jgi.p|Rhisto1|745895	gene_423	mRNA_423	protein_coding	0	1	0	93	0	0	0	0	2	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	46
jgi.p|Rhisto1|745906	gene_437	mRNA_437	protein_coding	2	0	0	111	0	1	0	0	0	0	0	0	0	36	0	0	0	3	0	0	0	0	1	1	0	1	0	0	0	72
jgi.p|Rhisto1|745928	gene_465	mRNA_465	protein_coding	0	4	3	69	0	0	0	0	0	0	0	0	0	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	42
jgi.p|Rhisto1|745934	gene_474	mRNA_474	protein_coding	0	1	0	81	0	0	0	0	1	0	0	0	0	38	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	38
jgi.p|Rhisto1|745962	gene_515	mRNA_515	protein_coding	0	4	0	103	0	2	0	0	0	0	0	0	0	48	0	0	0	3	0	0	0	0	0	3	0	0	0	0	1	53
jgi.p|Rhisto1|745965	gene_518	mRNA_518	protein_coding	0	2	6	93	0	1	0	0	0	0	0	0	0	29	0	0	0	7	6	0	0	0	0	0	0	0	0	0	2	56
jgi.p|Rhisto1|745969	gene_522	mRNA_522	protein_coding	1	0	3	68	0	3	0	0	0	0	1	1	0	19	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	44
jgi.p|Rhisto1|745975	gene_531	mRNA_531	protein_coding	2	0	1	40	0	0	0	0	0	0	0	0	0	20	0	1	0	5	1	0	0	1	0	0	0	0	0	0	0	16
jgi.p|Rhisto1|745976	gene_532	mRNA_532	protein_coding	0	4	0	75	0	0	0	0	0	0	0	0	0	44	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	28
jgi.p|Rhisto1|745978	gene_534	mRNA_534	protein_coding	1	0	0	58	0	0	0	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22
jgi.p|Rhisto1|745993	gene_554	mRNA_554	protein_coding	1	4	3	90	0	0	0	0	0	0	0	0	0	36	0	0	0	15	3	0	0	1	0	4	0	0	0	0	1	43
jgi.p|Rhisto1|746014	gene_576	mRNA_576	protein_coding	0	4	3	89	0	0	0	0	1	0	0	2	0	54	0	0	0	2	1	0	0	0	0	1	0	0	0	0	3	33
jgi.p|Rhisto1|746051	gene_623	mRNA_623	protein_coding	0	2	2	103	0	0	0	0	0	0	0	0	0	51	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	50
jgi.p|Rhisto1|746086	gene_670	mRNA_670	protein_coding	0	9	6	144	0	0	0	0	3	0	0	0	0	46	0	0	0	6	6	0	0	0	0	3	0	0	0	0	6	92
jgi.p|Rhisto1|746099	gene_685	mRNA_685	protein_coding	0	0	0	84	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
jgi.p|Rhisto1|746109	gene_699	mRNA_699	protein_coding	0	0	1	57	0	5	0	0	0	0	0	0	0	31	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	13
jgi.p|Rhisto1|746111	gene_702	mRNA_702	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
jgi.p|Rhisto1|746122	gene_717	mRNA_717	protein_coding	2	2	2	104	0	3	0	0	0	1	1	0	0	57	0	2	0	9	0	0	0	0	0	1	0	0	0	0	1	36
jgi.p|Rhisto1|746130	gene_731	mRNA_731	protein_coding	0	2	0	79	0	0	0	0	0	0	0	0	0	23	0	0	0	9	0	0	0	0	0	0	0	0	0	0	2	47
jgi.p|Rhisto1|746162	gene_772	mRNA_772	protein_coding	0	2	1	50	0	1	0	0	0	0	1	0	0	16	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	30
jgi.p|Rhisto1|746178	gene_797	mRNA_797	protein_coding	0	5	0	136	0	0	0	0	0	0	0	0	0	65	0	0	0	10	0	0	0	0	0	4	0	0	0	0	1	65
jgi.p|Rhisto1|746179	gene_798	mRNA_798	protein_coding	3	0	1	127	0	4	0	0	4	0	0	1	0	54	0	3	0	4	0	0	0	0	0	0	2	0	1	0	0	61
jgi.p|Rhisto1|746244	gene_885	mRNA_885	protein_coding	0	2	1	75	0	0	0	0	0	0	0	0	0	38	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	35
jgi.p|Rhisto1|746245	gene_886	mRNA_886	protein_coding	0	5	5	77	0	0	0	0	0	0	0	0	0	30	0	0	0	4	5	0	0	0	0	0	0	0	0	0	5	43
jgi.p|Rhisto1|746256	gene_902	mRNA_902	protein_coding	1	4	7	83	0	3	0	0	0	0	0	0	0	41	0	1	0	6	7	0	0	0	0	3	0	0	0	0	1	36
jgi.p|Rhisto1|746262	gene_911	mRNA_911	protein_coding	2	2	8	136	0	0	0	0	0	0	0	0	0	45	0	2	0	2	8	0	0	0	0	0	1	0	0	0	2	89
jgi.p|Rhisto1|746273	gene_925	mRNA_925	protein_coding	0	0	1	116	0	0	0	0	0	0	0	0	0	67	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49
jgi.p|Rhisto1|746276	gene_930	mRNA_930	protein_coding	0	1	2	108	0	5	0	0	1	0	1	0	0	65	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37
jgi.p|Rhisto1|746290	gene_950	mRNA_950	protein_coding	0	4	1	61	0	0	0	0	0	0	0	0	0	32	0	0	0	4	1	0	0	0	0	0	0	0	0	0	4	25
jgi.p|Rhisto1|746292	gene_952	mRNA_952	protein_coding	0	9	6	87	0	0	0	0	1	0	0	0	0	36	0	0	0	2	6	0	0	0	0	1	0	0	0	0	8	49
jgi.p|Rhisto1|746335	gene_1018	mRNA_1018	protein_coding	0	1	4	94	0	0	0	0	1	0	0	0	0	59	0	0	0	3	4	0	0	0	0	0	0	0	0	0	1	31
jgi.p|Rhisto1|746346	gene_1034	mRNA_1034	protein_coding	0	3	7	66	0	0	0	0	0	0	0	0	0	35	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	31
jgi.p|Rhisto1|746384	gene_1084	mRNA_1084	protein_coding	0	2	3	54	0	0	0	0	0	0	0	0	0	42	0	0	0	2	3	0	0	0	0	1	0	0	0	0	1	11
jgi.p|Rhisto1|746389	gene_1091	mRNA_1091	protein_coding	1	7	6	129	0	0	0	0	0	0	0	1	4	59	0	1	0	2	1	0	0	0	0	2	0	0	0	0	5	70
jgi.p|Rhisto1|746435	gene_1163	mRNA_1163	protein_coding	0	0	0	90	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
jgi.p|Rhisto1|746440	gene_1170	mRNA_1170	protein_coding	0	4	1	85	0	0	0	0	1	0	0	0	0	49	0	0	0	8	1	0	0	0	0	3	0	0	0	0	1	30
jgi.p|Rhisto1|746491	gene_1249	mRNA_1249	protein_coding	0	3	1	77	0	0	0	0	0	0	0	0	0	32	0	0	0	6	1	0	0	0	0	1	0	0	0	0	2	40
jgi.p|Rhisto1|746495	gene_1254	mRNA_1254	protein_coding	0	5	2	106	0	0	0	0	0	0	0	0	0	38	0	0	0	22	2	0	0	0	0	1	0	0	0	0	4	47
jgi.p|Rhisto1|746502	gene_1267	mRNA_1267	protein_coding	0	4	3	75	0	4	0	0	0	1	2	0	0	34	0	0	0	13	0	0	0	0	0	3	0	0	0	0	1	27
jgi.p|Rhisto1|746523	gene_1297	mRNA_1297	protein_coding	0	4	2	52	0	0	0	0	0	0	0	0	0	17	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	31
jgi.p|Rhisto1|746536	gene_1314	mRNA_1314	protein_coding	0	2	2	53	0	1	0	0	0	0	1	0	0	26	0	0	0	4	1	0	0	0	0	1	0	0	0	0	1	23
jgi.p|Rhisto1|746538	gene_1316	mRNA_1316	protein_coding	1	2	0	67	0	0	0	0	0	0	0	0	0	27	0	1	0	3	0	0	0	0	0	1	0	0	0	0	1	38
jgi.p|Rhisto1|746555	gene_1348	mRNA_1348	protein_coding	0	10	1	135	0	4	0	0	2	0	0	0	0	77	0	0	0	4	1	0	0	0	0	3	0	0	0	0	7	51
jgi.p|Rhisto1|746610	gene_1420	mRNA_1420	protein_coding	0	7	1	118	0	0	0	0	0	0	0	0	0	37	0	0	0	18	1	0	0	0	0	1	0	0	0	0	7	63
jgi.p|Rhisto1|746630	gene_1448	mRNA_1448	protein_coding	1	5	6	107	0	3	0	0	0	0	0	0	0	56	0	1	0	6	6	0	0	0	0	2	0	0	0	0	3	44
jgi.p|Rhisto1|746647	gene_1469	mRNA_1469	protein_coding	0	4	10	124	0	0	0	0	0	0	0	0	0	60	0	0	0	4	10	0	0	0	0	1	0	0	0	0	3	61
jgi.p|Rhisto1|746649	gene_1471	mRNA_1471	protein_coding	3	6	5	59	0	1	1	0	6	0	0	0	1	28	0	3	0	0	4	0	0	0	0	0	0	0	0	0	5	24
jgi.p|Rhisto1|746657	gene_1479	mRNA_1479	protein_coding	0	2	1	170	0	1	0	0	0	0	0	0	0	69	0	0	0	12	1	0	0	0	0	0	0	0	0	0	2	88
jgi.p|Rhisto1|746694	gene_1527	mRNA_1527	protein_coding	0	0	0	112	0	2	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
jgi.p|Rhisto1|746725	gene_1566	mRNA_1566	protein_coding	0	0	0	120	0	0	0	0	0	0	0	0	0	61	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	53
jgi.p|Rhisto1|746750	gene_1601	mRNA_1601	protein_coding	0	6	0	77	0	0	0	0	0	0	0	0	0	27	0	0	0	10	0	0	0	0	0	3	0	0	0	0	3	43
jgi.p|Rhisto1|746755	gene_1606	mRNA_1606	protein_coding	0	2	1	67	0	3	0	0	0	0	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	25
jgi.p|Rhisto1|746767	gene_1619	mRNA_1619	protein_coding	1	10	1	85	0	0	0	0	0	0	0	0	0	29	0	0	0	17	1	0	0	1	0	6	0	0	0	0	4	46
jgi.p|Rhisto1|746771	gene_1623	mRNA_1623	protein_coding	0	3	0	70	0	3	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	32
jgi.p|Rhisto1|746806	gene_1678	mRNA_1678	protein_coding	0	0	1	91	0	1	0	0	0	0	0	0	0	38	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	43
jgi.p|Rhisto1|746807	gene_1680	mRNA_1680	protein_coding	2	7	8	96	0	2	0	0	1	0	0	0	0	38	0	2	0	1	8	0	0	0	0	2	0	0	0	0	6	54
jgi.p|Rhisto1|746811	gene_1686	mRNA_1686	protein_coding	0	3	3	98	0	0	0	0	0	0	0	0	0	46	0	0	0	11	3	0	0	0	0	1	0	0	0	0	3	41
jgi.p|Rhisto1|746819	gene_1697	mRNA_1697	protein_coding	0	7	1	102	0	0	0	0	2	0	0	0	0	45	0	0	0	9	1	0	0	0	0	3	0	0	0	0	4	49
jgi.p|Rhisto1|746845	gene_1731	mRNA_1731	protein_coding	0	4	1	88	0	0	0	0	0	0	0	0	0	44	0	0	0	2	1	0	0	0	0	0	0	0	0	0	4	42
jgi.p|Rhisto1|746852	gene_1738	mRNA_1738	protein_coding	0	1	0	84	0	0	0	0	0	0	0	0	0	35	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	40
jgi.p|Rhisto1|746854	gene_1741	mRNA_1741	protein_coding	0	0	0	71	0	0	0	0	0	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	36
jgi.p|Rhisto1|746871	gene_1761	mRNA_1761	protein_coding	1	2	1	120	0	3	0	0	2	0	0	0	0	55	0	0	0	18	1	0	0	1	0	2	0	0	0	0	1	44
jgi.p|Rhisto1|746875	gene_1766	mRNA_1766	protein_coding	0	0	0	111	0	2	0	0	0	0	0	0	0	66	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	40
jgi.p|Rhisto1|746919	gene_1821	mRNA_1821	protein_coding	0	1	1	86	0	0	0	0	3	0	0	0	0	31	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	48
jgi.p|Rhisto1|746937	gene_1844	mRNA_1844	protein_coding	0	2	1	121	0	0	0	0	0	0	0	0	0	69	0	0	0	9	1	0	0	0	0	0	0	0	0	0	2	43
jgi.p|Rhisto1|746946	gene_1859	mRNA_1859	protein_coding	1	3	7	104	0	0	0	0	0	0	0	0	0	48	0	1	0	1	7	0	0	0	0	1	0	0	0	0	3	55
jgi.p|Rhisto1|746977	gene_1898	mRNA_1898	protein_coding	2	0	2	65	0	1	0	0	0	0	0	0	0	25	0	2	0	4	2	0	0	0	0	0	2	0	0	0	0	35
jgi.p|Rhisto1|746993	gene_1919	mRNA_1919	protein_coding	0	5	2	65	0	0	0	0	0	0	0	0	0	23	0	0	0	7	2	0	0	0	0	3	0	0	0	0	2	38
jgi.p|Rhisto1|746995	gene_1922	mRNA_1922	protein_coding	1	0	3	57	0	1	0	0	0	0	0	0	0	20	0	0	0	5	3	0	0	0	0	0	0	1	0	0	0	31
jgi.p|Rhisto1|747038	gene_1970	mRNA_1970	protein_coding	0	1	1	83	0	0	0	0	3	0	0	0	0	39	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	37
jgi.p|Rhisto1|747043	gene_1976	mRNA_1976	protein_coding	0	0	0	81	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
jgi.p|Rhisto1|747064	gene_2010	mRNA_2010	protein_coding	1	5	5	96	0	0	0	0	2	0	0	0	0	41	0	1	0	2	5	0	0	0	0	3	0	0	0	0	4	52
jgi.p|Rhisto1|747082	gene_2039	mRNA_2039	protein_coding	0	7	1	131	0	0	0	0	0	0	0	0	0	93	0	0	0	9	1	0	0	0	0	3	0	0	0	0	4	32
jgi.p|Rhisto1|747083	gene_2040	mRNA_2040	protein_coding	1	29	14	202	0	3	0	0	0	1	2	0	0	87	0	0	0	40	11	0	2	1	0	15	0	0	0	0	16	82
jgi.p|Rhisto1|747110	gene_2082	mRNA_2082	protein_coding	0	1	1	84	0	0	0	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	40
jgi.p|Rhisto1|747113	gene_2087	mRNA_2087	protein_coding	1	6	3	95	0	0	0	0	0	0	0	1	0	17	0	0	0	38	2	0	0	1	0	6	0	0	0	0	0	47
jgi.p|Rhisto1|747129	gene_2107	mRNA_2107	protein_coding	0	2	0	79	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	30
jgi.p|Rhisto1|747131	gene_2109	mRNA_2109	protein_coding	0	1	0	89	0	0	0	0	0	0	0	0	0	37	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	47
jgi.p|Rhisto1|747141	gene_2122	mRNA_2122	protein_coding	3	2	3	66	0	0	0	0	0	0	0	1	0	34	0	2	0	7	2	0	0	0	0	1	0	1	0	0	1	26
jgi.p|Rhisto1|747148	gene_2131	mRNA_2131	protein_coding	1	2	2	123	0	5	0	0	0	0	0	0	0	20	0	1	0	4	2	0	0	0	0	1	0	0	0	0	1	95
jgi.p|Rhisto1|747160	gene_2153	mRNA_2153	protein_coding	4	4	1	166	0	0	0	0	3	0	0	0	0	86	0	3	0	8	1	0	0	0	1	3	0	0	0	0	2	72
jgi.p|Rhisto1|747166	gene_2160	mRNA_2160	protein_coding	0	3	2	97	0	7	0	0	0	0	0	0	0	38	0	0	0	8	2	0	0	0	0	2	0	0	0	0	1	46
jgi.p|Rhisto1|747179	gene_2176	mRNA_2176	protein_coding	0	0	7	58	0	0	0	0	0	0	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	39
jgi.p|Rhisto1|747183	gene_2182	mRNA_2182	protein_coding	0	2	3	84	0	0	0	0	1	0	0	0	1	49	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	32
jgi.p|Rhisto1|747206	gene_2209	mRNA_2209	protein_coding	0	0	0	114	0	0	0	0	0	0	0	0	0	49	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	59
jgi.p|Rhisto1|747263	gene_2286	mRNA_2286	protein_coding	0	3	0	103	0	0	0	0	0	0	0	0	0	58	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	43
jgi.p|Rhisto1|747279	gene_2306	mRNA_2306	protein_coding	0	1	5	50	0	0	0	0	0	0	0	0	0	20	0	0	0	3	5	0	0	0	0	0	0	0	0	0	1	27
jgi.p|Rhisto1|747321	gene_2355	mRNA_2355	protein_coding	1	4	1	105	0	0	0	0	0	0	0	0	0	61	0	0	0	5	1	0	0	0	0	3	1	0	0	0	1	42
jgi.p|Rhisto1|747326	gene_2360	mRNA_2360	protein_coding	2	10	2	128	0	0	0	0	5	0	0	2	0	61	0	2	0	6	0	0	0	0	0	3	0	0	0	0	7	59
